,Amazon_Product_Name,Amazon_Retail_Price,Amazon_Discounted_Price,Flipkart_Product_Name,Flipkart_Retail_Price,Flipkart_Discounted_Price
9823,Kaxiaa Casual Sleeveless Printed Women's Top,890,804,Kaxiaa Casual Sleeveless Printed Women's Top,899.0,629.0
9824,Parinita Casual Sleeveless Printed Women's Top,388,471,Parinita Casual Sleeveless Printed Women's Top,399.0,399.0
9825,BlueStone Exquisite Tulip Rose Gold Diamond 14 K Ring,33324,38096,BlueStone Exquisite Tulip Rose Gold Diamond 14 K Ring,33330.0,30466.0
9826,Divaat Women's Shift Dress,2241,2723,Divaat Women's Shift Dress,2250.0,2250.0
9827,Afamado Women's Shift Dress,2502,2107,Afamado Women's Shift Dress,2520.0,1890.0
9828,Divaat Women's Peplum Dress,2685,3032,Divaat Women's Peplum Dress,2700.0,2700.0
9829,Darling Women's A-line Dress,2587,1107,Darling Women's A-line Dress,2590.0,990.0
9830,Pepito Full Sleeve Printed Boy's Sweatshirt,732,887,Pepito Full Sleeve Printed Boy's Sweatshirt,749.0,749.0
9831,Pepito Full Sleeve Printed Boy's Sweatshirt,735,827,Pepito Full Sleeve Printed Boy's Sweatshirt,749.0,749.0
9832,Hypernation Casual Sleeveless Printed Women's Top,1379,585,Hypernation Casual Sleeveless Printed Women's Top,1399.0,469.0
9833,Co.in Casual Sleeveless Printed Women's Top,683,453,Co.in Casual Sleeveless Printed Women's Top,699.0,349.0
9834,Wrangler Solid V-neck Casual Men's Sweater,1885,1950,Wrangler Solid V-neck Casual Men's Sweater,1895.0,1516.0
9835,Okane Full Sleeve Solid Men's Jacket,3079,2919,Okane Full Sleeve Solid Men's Jacket,3099.0,2320.0
9836,The Vanca Sleeveless Self Design Men's Jacket,1779,1227,The Vanca Sleeveless Self Design Men's Jacket,1799.0,1079.0
9837,The Vanca Sleeveless Solid Men's Jacket,2483,2158,The Vanca Sleeveless Solid Men's Jacket,2499.0,1749.0
9838,FabAlley Casual Sleeveless Solid Women's Top,796,1023,FabAlley Casual Sleeveless Solid Women's Top,800.0,800.0
9839,NU9 Sleeveless Solid Men's Jacket,1945,1785,NU9 Sleeveless Solid Men's Jacket,1950.0,1399.0
9840,Mr Button Full Sleeve Solid Men's Linen Jacket,4993,4530,Mr Button Full Sleeve Solid Men's Linen Jacket,4999.0,3999.0
9841,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,34813,32226,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,34816.0,27853.0
9842,Wajbee Casual Printed Women's Kurti,1025,504,Wajbee Casual Printed Women's Kurti,1040.0,417.0
9843,WearYourShine by PCJ The Xaria Gold Diamond 18 K Ring,7184,9270,WearYourShine by PCJ The Xaria Gold Diamond 18 K Ring,7193.0,7193.0
9844,Akfoster Women's Leggings,518,593,Akfoster Women's Leggings,525.0,525.0
9845,Akfoster Women's Leggings,509,681,Akfoster Women's Leggings,525.0,525.0
9846,Akfoster Women's Leggings,515,588,Akfoster Women's Leggings,525.0,525.0
9847,Calgari Casual Full Sleeve Printed Women's Top,686,841,Calgari Casual Full Sleeve Printed Women's Top,699.0,699.0
9848,"One Femme Formal, Party, Wedding Full Sleeve Solid Women's Top",2988,1069,"One Femme Formal, Party, Wedding Full Sleeve Solid Women's Top",3000.0,899.0
9849,"Stylestone Formal, Casual, Party 3/4 Sleeve Solid Women's Top",984,686,"Stylestone Formal, Casual, Party 3/4 Sleeve Solid Women's Top",999.0,599.0
9850,Kaaryah Formal 3/4 Sleeve Solid Women's Top,1760,2029,Kaaryah Formal 3/4 Sleeve Solid Women's Top,1780.0,1780.0
9851,"One Femme Formal, Party Full Sleeve Solid Women's Top",2983,1007,"One Femme Formal, Party Full Sleeve Solid Women's Top",3000.0,899.0
9852,"One Femme Formal, Party Full Sleeve Solid Women's Top",2996,1064,"One Femme Formal, Party Full Sleeve Solid Women's Top",3000.0,899.0
9853,Akfoster Women's Leggings,674,795,Akfoster Women's Leggings,675.0,675.0
9854,Akfoster Women's Leggings,506,650,Akfoster Women's Leggings,525.0,525.0
9855,Craftter Elephant Square Wall Lamp,1980,2042,Craftter Elephant Square Wall Lamp,1999.0,1650.0
9856,Craftter Flying Butterfly Square Wall Lamp,1987,1958,Craftter Flying Butterfly Square Wall Lamp,1999.0,1650.0
9857,La Isla Women Heels,1681,1360,La Isla Women Heels,1699.0,1189.0
9858,Popnetic Casual Sleeveless Solid Women's Top,791,604,Popnetic Casual Sleeveless Solid Women's Top,799.0,529.0
9859,Popnetic Casual Short Sleeve Solid Women's Top,944,840,Popnetic Casual Short Sleeve Solid Women's Top,949.0,699.0
9860,Popnetic Casual Short Sleeve Solid Women's Top,1084,919,Popnetic Casual Short Sleeve Solid Women's Top,1099.0,799.0
9861,TeesTadka Casual Sleeveless Solid Women's Top,1089,455,TeesTadka Casual Sleeveless Solid Women's Top,1099.0,399.0
9862,Bhane Casual Sleeveless Solid Women's Top,889,453,Bhane Casual Sleeveless Solid Women's Top,900.0,360.0
9863,Western Route Casual Sleeveless Solid Women's Top,782,495,Western Route Casual Sleeveless Solid Women's Top,799.0,399.0
9864,Dressberry Casual Sleeveless Solid Women's Top,982,561,Dressberry Casual Sleeveless Solid Women's Top,999.0,499.0
9865,Fieesta Plaza Analog 32 cm Dia Wall Clock,1890,1162,Fieesta Plaza Analog 32 cm Dia Wall Clock,1899.0,949.0
9866,Fieesta Plaza Analog 32 cm Dia Wall Clock,1883,1210,Fieesta Plaza Analog 32 cm Dia Wall Clock,1899.0,949.0
9867,Fieesta Plaza Analog Wall Clock,1881,1425,Fieesta Plaza Analog Wall Clock,1899.0,1099.0
9868,Avenue Analog Wall Clock,5995,2374,Avenue Analog Wall Clock,5999.0,1999.0
9869,Fieesta Plaza Analog 28 cm Dia Wall Clock,1893,1113,Fieesta Plaza Analog 28 cm Dia Wall Clock,1899.0,949.0
9870,"Sparkle Street Brass, Enamel Bangle Set",2498,1439,"Sparkle Street Brass, Enamel Bangle Set",2500.0,1125.0
9871,Sparkle Street Alloy Bangle Set,2198,1273,Sparkle Street Alloy Bangle Set,2200.0,1056.0
9872,Sparkle Street Alloy Bangle Set,2592,1337,Sparkle Street Alloy Bangle Set,2600.0,1170.0
9873,urbantouch Regular Fit Men's Trousers,1789,2118,urbantouch Regular Fit Men's Trousers,1799.0,1799.0
9874,Sloper Regular Fit Men's Trousers,1182,1189,Sloper Regular Fit Men's Trousers,1199.0,1019.0
9875,"Vivre Jewels Silver Sapphire, Cubic Zirconia Ring",11986,6997,"Vivre Jewels Silver Sapphire, Cubic Zirconia Ring",11998.0,5999.0
9876,Amari West Casual Sleeveless Solid Women's Top,432,206,Amari West Casual Sleeveless Solid Women's Top,449.0,178.0
9877,GB Jewellery Artistic Alloy Cubic Zirconia Yellow Gold Ring,991,523,GB Jewellery Artistic Alloy Cubic Zirconia Yellow Gold Ring,999.0,475.0
9878,Van Heusen Casual Sleeveless Solid Women's Top,1587,1120,Van Heusen Casual Sleeveless Solid Women's Top,1595.0,957.0
9879,GB Jewellery Luxurious Alloy Cubic Zirconia Yellow Gold Ring,984,539,GB Jewellery Luxurious Alloy Cubic Zirconia Yellow Gold Ring,999.0,475.0
9880,"Stylestone Casual, Formal, Lounge Wear, Beach Wear, Party Full Sleeve Solid Women's Top",1296,777,"Stylestone Casual, Formal, Lounge Wear, Beach Wear, Party Full Sleeve Solid Women's Top",1299.0,649.0
9881,GB Jewellery Charming Alloy Cubic Zirconia Yellow Gold Ring,696,476,GB Jewellery Charming Alloy Cubic Zirconia Yellow Gold Ring,699.0,399.0
9882,My Addiction Casual Full Sleeve Solid Women's Top,1190,749,My Addiction Casual Full Sleeve Solid Women's Top,1199.0,579.0
9883,GB Jewellery Distinguished Alloy Cubic Zirconia Yellow Gold Ring,995,588,GB Jewellery Distinguished Alloy Cubic Zirconia Yellow Gold Ring,999.0,499.0
9884,Eldora Alloy Cubic Zirconia Yellow Gold Ring,1315,638,Eldora Alloy Cubic Zirconia Yellow Gold Ring,1330.0,532.0
9885,Wellworth Women Heels,2594,1635,Wellworth Women Heels,2595.0,1397.0
9886,La Isla Women Heels,2192,1724,La Isla Women Heels,2199.0,1539.0
9887,La Isla Women Heels,2083,1884,La Isla Women Heels,2099.0,1469.0
9888,La Isla Women Heels,1697,1475,La Isla Women Heels,1699.0,1189.0
9889,Rialto Women Heels,3281,2319,Rialto Women Heels,3295.0,1999.0
9890,Cation Casual Sleeveless Self Design Women's Top,998,1236,Cation Casual Sleeveless Self Design Women's Top,999.0,999.0
9891,Megha Casual Sleeveless Self Design Women's Top,187,246,Megha Casual Sleeveless Self Design Women's Top,195.0,195.0
9892,Chikbird Casual Sleeveless Self Design Women's Top,440,511,Chikbird Casual Sleeveless Self Design Women's Top,445.0,445.0
9893,Gloria Casual Sleeveless Self Design Women's Top,583,629,Gloria Casual Sleeveless Self Design Women's Top,599.0,499.0
9894,Arrow Casual Sleeveless Self Design Women's Top,1586,883,Arrow Casual Sleeveless Self Design Women's Top,1599.0,799.0
9895,Goodwill Impex Casual Sleeveless Self Design Women's Top,993,447,Goodwill Impex Casual Sleeveless Self Design Women's Top,1000.0,399.0
9896,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,20675,21101,Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,20692.0,16554.0
9897,Fila Solid Men's Three Fourths,1283,1224,Fila Solid Men's Three Fourths,1299.0,974.0
9898,Vector X Fusion White Blue Football Shoes,494,591,Vector X Fusion White Blue Football Shoes,498.0,498.0
9899,Kasturi Women's Gathered Dress,2390,894,Kasturi Women's Gathered Dress,2399.0,749.0
9900,Asaba Regular Fit Men's Trousers,2091,1942,Asaba Regular Fit Men's Trousers,2100.0,1499.0
9901,Lee Marc Slim Fit Men's Trousers,3094,961,Lee Marc Slim Fit Men's Trousers,3100.0,795.0
9902,Hartmann Slim Fit Men's Trousers,1484,985,Hartmann Slim Fit Men's Trousers,1499.0,789.0
9903,Reebok Solid Men's Track Suit,4495,3465,Reebok Solid Men's Track Suit,4499.0,3075.0
9904,dongli Night Suit Boy's  Combo,1787,923,dongli Night Suit Boy's  Combo,1799.0,759.0
9905,Sifty Collection Acrylic Painting,1997,811,Sifty Collection Acrylic Painting,1999.0,649.0
9906,dongli Night Suit Boy's  Combo,1783,861,dongli Night Suit Boy's  Combo,1799.0,759.0
9907,dongli Night Suit Boy's  Combo,1793,853,dongli Night Suit Boy's  Combo,1799.0,759.0
9908,OOBINNO Half Full Glass Digital Reprint Painting,892,685,OOBINNO Half Full Glass Digital Reprint Painting,899.0,599.0
9909,TwiQ S.A. Garments Girl's Tube Black Dress,1988,703,TwiQ S.A. Garments Girl's Tube Black Dress,1999.0,599.0
9910,"Athena Women's Maxi Pink, Multicolor Dress",1785,2264,"Athena Women's Maxi Pink, Multicolor Dress",1795.0,1795.0
9911,Mast & Harbour Solid Single Breasted Casual Women's Blazer,2493,3156,Mast & Harbour Solid Single Breasted Casual Women's Blazer,2499.0,2499.0
9912,CarReflection Black Fabric Car Pillow Cushion for Ford,1298,586,CarReflection Black Fabric Car Pillow Cushion for Ford,1299.0,499.0
9913,Royal Enfield Men's Graphic Print Bandana,998,1218,Royal Enfield Men's Graphic Print Bandana,999.0,999.0
9914,CarReflection Black Fabric Car Pillow Cushion for Maruti Suzuki,1282,594,CarReflection Black Fabric Car Pillow Cushion for Maruti Suzuki,1299.0,499.0
9915,INDIRANG Baby Girl's Pyjama,585,472,INDIRANG Baby Girl's Pyjama,599.0,399.0
9916,Lab No. 4 Analog 30 cm Dia Wall Clock,930,928,Lab No. 4 Analog 30 cm Dia Wall Clock,950.0,750.0
9917,"Transtal 'Triangle Lean' Corner 9"" Acrylic Wall Shelf",663,437,"Transtal 'Triangle Lean' Corner 9"" Acrylic Wall Shelf",665.0,369.0
9918,nayasa whip 1200 ml Bottle,487,447,nayasa whip 1200 ml Bottle,499.0,349.0
9919,Embellish outfits Embroidered Women's Straight Kurta,1988,2147,Embellish outfits Embroidered Women's Straight Kurta,1999.0,1699.0
9920,ADDICTION Floral Print Women's Straight Kurta,996,558,ADDICTION Floral Print Women's Straight Kurta,999.0,499.0
9921,"Transtal 'Triangle' Corner 8"" Acrylic Wall Shelf",661,458,"Transtal 'Triangle' Corner 8"" Acrylic Wall Shelf",665.0,369.0
9922,MAC 8 Colors Blusher,3984,4384,MAC 8 Colors Blusher,4000.0,3549.0
9923,SHANY Fuchsia 6 Color Blush Palette,2840,3407,SHANY Fuchsia 6 Color Blush Palette,2855.0,2625.0
9924,nayasa whip 1200 ml Bottle,479,424,nayasa whip 1200 ml Bottle,499.0,349.0
9925,Sushito Men,489,340,Sushito Men,500.0,285.0
9926,ADDICTION Floral Print Women's Straight Kurta,882,550,ADDICTION Floral Print Women's Straight Kurta,900.0,450.0
9927,R&Mshoppee MDF Wall Shelf,890,720,R&Mshoppee MDF Wall Shelf,900.0,580.0
9928,"Transtal 'V' Edge 10"" Acrylic Wall Shelf",1018,566,"Transtal 'V' Edge 10"" Acrylic Wall Shelf",1025.0,449.0
9929,E.L.F Blush,1395,1628,E.L.F Blush,1400.0,1256.0
9930,Fellowes  Office Set,2760,2010,Fellowes  Office Set,2774.0,1626.0
9931,Shaftesbury London Men's Solid Formal Shirt,1982,1234,Shaftesbury London Men's Solid Formal Shirt,1999.0,999.0
9932,Stylenara Men's Solid Casual Shirt,1880,750,Stylenara Men's Solid Casual Shirt,1899.0,655.0
9933,Shaftesbury London Men's Solid Formal Shirt,1987,1168,Shaftesbury London Men's Solid Formal Shirt,1999.0,999.0
9934,Shaftesbury London Men's Solid Formal Shirt,1980,1216,Shaftesbury London Men's Solid Formal Shirt,1999.0,999.0
9935,Stylenara Men's Solid Casual Shirt,1980,772,Stylenara Men's Solid Casual Shirt,1999.0,674.0
9936,Embellish outfits Graphic Print Women's Straight Kurta,1480,1230,Embellish outfits Graphic Print Women's Straight Kurta,1500.0,999.0
9937,Shaftesbury London Men's Solid Formal Shirt,1981,1113,Shaftesbury London Men's Solid Formal Shirt,1999.0,999.0
9938,ADDICTION Floral Print Women's Straight Kurta,881,561,ADDICTION Floral Print Women's Straight Kurta,900.0,450.0
9939,Shaftesbury London Men's Striped Formal Shirt,1998,1195,Shaftesbury London Men's Striped Formal Shirt,1999.0,999.0
9940,Shaftesbury London Men's Solid Formal Shirt,1980,1257,Shaftesbury London Men's Solid Formal Shirt,1999.0,999.0
9941,Goldcave Plastic Wall Shelf,390,333,Goldcave Plastic Wall Shelf,400.0,295.0
9942,posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug,396,450,posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug,399.0,349.0
9943,Handiana Solid Wood Dining Set,24995,22167,Handiana Solid Wood Dining Set,24999.0,17999.0
9944,Newgen Tech NGT-38 Sim Adapter,187,109,Newgen Tech NGT-38 Sim Adapter,199.0,99.0
9945,Anuradha Art Designer Brooch,479,312,Anuradha Art Designer Brooch,495.0,275.0
9946,Handiana Solid Wood Dining Set,29995,28687,Handiana Solid Wood Dining Set,29999.0,24999.0
9947,Scion Floral Saree Pin Quilling Brooch,281,133,Scion Floral Saree Pin Quilling Brooch,299.0,120.0
9948,Anuradha Art Stylish Designer Brooch,704,499,Anuradha Art Stylish Designer Brooch,720.0,400.0
9949,misshruts An Emerald Brooch Brooch,694,887,misshruts An Emerald Brooch Brooch,695.0,695.0
9950,Anuradha Art Designer Brooch,612,426,Anuradha Art Designer Brooch,630.0,350.0
9951,Handiana Solid Wood Dining Set,24985,22810,Handiana Solid Wood Dining Set,24999.0,17999.0
9952,"NITGEN Hamster - DX Time & Attendance, Access Control, Door Locks",8769,6471,"NITGEN Hamster - DX Time & Attendance, Access Control, Door Locks",8778.0,5486.0
9953,"NITGEN eNBioAccess T5-HID Time & Attendance, Access Control, Door Locks",71670,54572,"NITGEN eNBioAccess T5-HID Time & Attendance, Access Control, Door Locks",71687.0,44804.0
9954,"NITGEN Fingkey Access Plus-HID Time & Attendance, Access Control, Door Locks",58508,43517,"NITGEN Fingkey Access Plus-HID Time & Attendance, Access Control, Door Locks",58520.0,36575.0
9955,KoldFire Whirpool AC 25 Compatible Remote Controller + AA/AAA Battery Remote Controller,592,569,KoldFire Whirpool AC 25 Compatible Remote Controller + AA/AAA Battery Remote Controller,599.0,444.0
9956,Buyer's Beach BB331,1495,1090,Buyer's Beach BB331,1499.0,899.0
9957,rainfun Printed Girl's Raincoat,685,403,rainfun Printed Girl's Raincoat,699.0,340.0
9958,"Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys",1480,762,"Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys",1499.0,599.0
9959,Kosher Kadhai 1 L,583,710,Kosher Kadhai 1 L,586.0,586.0
9960,Alda 3 Ply SS Lid Pan 26 cm diameter,3377,3612,Alda 3 Ply SS Lid Pan 26 cm diameter,3390.0,2790.0
9961,Caprese Satchel,2594,2452,Caprese Satchel,2599.0,1949.0
9962,Kosher Kadhai 1.4 L,627,821,Kosher Kadhai 1.4 L,639.0,639.0
9963,Kosher Pan 20 cm diameter,485,576,Kosher Pan 20 cm diameter,490.0,490.0
9964,Kosher Pot 5 L,666,885,Kosher Pot 5 L,683.0,683.0
9965,Authentic Vogue Women Flats,1596,322,Authentic Vogue Women Flats,1599.0,249.0
9966,F Factor by Pantaloons Men's Solid Formal Shirt,1381,976,F Factor by Pantaloons Men's Solid Formal Shirt,1399.0,839.0
9967,Baaamboos Men's Solid Formal Shirt,788,878,Baaamboos Men's Solid Formal Shirt,795.0,795.0
9968,Blackberrys Men's Solid Formal Shirt,1888,2177,Blackberrys Men's Solid Formal Shirt,1895.0,1895.0
9969,Do Bhai Women Flats,384,348,Do Bhai Women Flats,399.0,299.0
9970,Richworth Men's Solid Formal Shirt,783,746,Richworth Men's Solid Formal Shirt,799.0,599.0
9971,Smugglerzinc Solid Men's Polo Neck T-Shirt,587,751,Smugglerzinc Solid Men's Polo Neck T-Shirt,599.0,599.0
9972,Scorpion Solid Men's Polo Neck T-Shirt,393,477,Scorpion Solid Men's Polo Neck T-Shirt,399.0,399.0
9973,Authentic Vogue Women Flats,1595,286,Authentic Vogue Women Flats,1599.0,249.0
9974,Assort Women Flats,1470,776,Assort Women Flats,1490.0,599.0
9975,Authentic Vogue Women Flats,1598,313,Authentic Vogue Women Flats,1599.0,249.0
9976,Scorpion Solid Men's Polo Neck T-Shirt,397,476,Scorpion Solid Men's Polo Neck T-Shirt,409.0,399.0
9977,Baaamboos Men's Solid Formal Shirt,787,972,Baaamboos Men's Solid Formal Shirt,795.0,795.0
9978,Villagsio Solid Men's Polo Neck T-Shirt,1495,545,Villagsio Solid Men's Polo Neck T-Shirt,1499.0,449.0
9979,Fuschia Pure Neem,215,242,Fuschia Pure Neem,225.0,200.0
9980,Bagsy Malone Hand-Held Bag,1697,1363,Bagsy Malone Hand-Held Bag,1699.0,1099.0
9981,Clovia Non Padded Women's Full Coverage Bra,288,343,Clovia Non Padded Women's Full Coverage Bra,299.0,269.0
9982,Vox Pop Printed Men's Round Neck T-Shirt,685,599,Vox Pop Printed Men's Round Neck T-Shirt,699.0,499.0
9983,Baaamboos Men's Solid Formal Shirt,693,843,Baaamboos Men's Solid Formal Shirt,695.0,695.0
9984,Clovia Women's Plunge Bra,335,193,Clovia Women's Plunge Bra,349.0,175.0
9985,Italian Comfit Women Heels,1288,925,Italian Comfit Women Heels,1299.0,799.0
9986,Baklol Printed Men's Round Neck T-Shirt,683,333,Baklol Printed Men's Round Neck T-Shirt,699.0,299.0
9987,Channel Nine Pack of 2 Women's Tube Bra,584,769,Channel Nine Pack of 2 Women's Tube Bra,598.0,598.0
9988,HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA),38883,43055,HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA),38890.0,38890.0
9989,HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),35386,42360,HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),35390.0,35390.0
9990,Puma Men's Striped Casual Shirt,2197,1473,Puma Men's Striped Casual Shirt,2199.0,1209.0
9991,Baaamboos Men's Solid Formal Shirt,691,850,Baaamboos Men's Solid Formal Shirt,695.0,695.0
9992,Baaamboos Men's Solid Formal Shirt,693,873,Baaamboos Men's Solid Formal Shirt,695.0,695.0
9993,SayItLoud Printed Men's Round Neck T-Shirt,583,516,SayItLoud Printed Men's Round Neck T-Shirt,599.0,399.0
9994,Foot Candy Women Heels,1380,1635,Foot Candy Women Heels,1399.0,1399.0
9995,Bralux Dolly Women's T-Shirt Bra,252,351,Bralux Dolly Women's T-Shirt Bra,270.0,270.0
9996,Black Wing Graphic Print Men's V-neck T-Shirt,292,350,Black Wing Graphic Print Men's V-neck T-Shirt,299.0,299.0
9997,baaamboos Men's Solid Formal Shirt,733,885,baaamboos Men's Solid Formal Shirt,745.0,745.0
9998,Dressberry Women Heels,1886,1218,Dressberry Women Heels,1899.0,949.0
9999,AutoKraftZ Silicone Car Bumper Guard,1596,911,AutoKraftZ Silicone Car Bumper Guard,1599.0,804.0
10000,Bodyline Bossy Women's T-Shirt Bra,247,248,Bodyline Bossy Women's T-Shirt Bra,250.0,200.0
10001,Whistle Solid Men's Round Neck T-Shirt,994,229,Whistle Solid Men's Round Neck T-Shirt,999.0,199.0
10002,Silco Camo Explosive Bass Wired Headphones,334,275,Silco Camo Explosive Bass Wired Headphones,349.0,249.0
10003,Da Intimo Seamless Women's T-Shirt Bra,394,502,Da Intimo Seamless Women's T-Shirt Bra,399.0,399.0
10004,Kielz Women Heels,1481,841,Kielz Women Heels,1499.0,749.0
10005,Nell Women Heels,1484,832,Nell Women Heels,1485.0,699.0
10006,Clovia Non Padded Women's Plunge Bra,980,574,Clovia Non Padded Women's Plunge Bra,999.0,449.0
